invoice_id,customer_id,amount_usd,status,created_at,subscription_plan
INV-STRIPE-100849,CUST-7096,999.0,Failed,2025-09-18 00:00:00,Enterprise
INV-STRIPE-100850,CUST-6503,199.0,Paid,2025-10-23 00:00:00,Professional
INV-STRIPE-100851,CUST-7687,49.0,Failed,2025-05-22 00:00:00,Basic
INV-STRIPE-100852,CUST-7945,999.0,Paid,2025-11-14 00:00:00,Enterprise
INV-STRIPE-100853,CUST-7615,199.0,Refunded,2025-07-24 00:00:00,Professional
INV-STRIPE-100854,CUST-8433,49.0,Paid,2025-10-12 00:00:00,Basic
INV-STRIPE-100855,CUST-6962,199.0,Paid,2025-02-21 00:00:00,Professional
INV-STRIPE-100856,CUST-5075,199.0,Failed,2025-06-04 00:00:00,Professional
INV-STRIPE-100857,CUST-6946,49.0,Paid,2025-12-22 00:00:00,Basic
INV-STRIPE-100858,CUST-6205,999.0,Paid,2025-07-18 00:00:00,Enterprise
INV-STRIPE-100859,CUST-8666,49.0,Refunded,2025-09-04 00:00:00,Basic
INV-STRIPE-100860,CUST-5638,999.0,Paid,2025-03-20 00:00:00,Enterprise
INV-STRIPE-100861,CUST-9124,49.0,Paid,2025-01-05 00:00:00,Basic
INV-STRIPE-100862,CUST-5921,199.0,Failed,2025-06-06 00:00:00,Professional
INV-STRIPE-100863,CUST-6075,49.0,Refunded,2025-01-11 00:00:00,Basic
INV-STRIPE-100864,CUST-8070,49.0,Failed,2025-06-11 00:00:00,Basic
INV-STRIPE-100865,CUST-8906,199.0,Refunded,2025-09-22 00:00:00,Professional
INV-STRIPE-100866,CUST-7021,49.0,Paid,2025-06-14 00:00:00,Basic
INV-STRIPE-100867,CUST-7177,199.0,Paid,2025-01-19 00:00:00,Professional
INV-STRIPE-100868,CUST-8571,49.0,Paid,2025-03-15 00:00:00,Basic
INV-STRIPE-100869,CUST-7248,49.0,Refunded,2025-11-04 00:00:00,Basic
INV-STRIPE-100870,CUST-6284,199.0,Paid,2025-10-17 00:00:00,Professional
INV-STRIPE-100871,CUST-5388,49.0,Failed,2025-05-15 00:00:00,Basic
INV-STRIPE-100872,CUST-8427,49.0,Paid,2025-05-23 00:00:00,Basic
INV-STRIPE-100873,CUST-7411,199.0,Failed,2025-03-10 00:00:00,Professional
INV-STRIPE-100874,CUST-8040,49.0,Paid,2025-01-18 00:00:00,Basic
INV-STRIPE-100875,CUST-6535,49.0,Paid,2025-04-14 00:00:00,Basic
INV-STRIPE-100876,CUST-6179,49.0,Failed,2025-09-27 00:00:00,Basic
INV-STRIPE-100877,CUST-8261,999.0,Paid,2025-08-30 00:00:00,Enterprise
INV-STRIPE-100878,CUST-8619,999.0,Paid,2025-03-12 00:00:00,Enterprise
INV-STRIPE-100879,CUST-9390,49.0,Failed,2025-01-17 00:00:00,Basic
INV-STRIPE-100880,CUST-6481,199.0,Paid,2025-03-30 00:00:00,Professional
INV-STRIPE-100881,CUST-8341,199.0,Paid,2025-02-18 00:00:00,Professional
INV-STRIPE-100882,CUST-5734,49.0,Paid,2025-07-15 00:00:00,Basic
INV-STRIPE-100883,CUST-6779,49.0,Failed,2025-10-27 00:00:00,Basic
INV-STRIPE-100884,CUST-7867,49.0,Paid,2025-12-06 00:00:00,Basic
INV-STRIPE-100885,CUST-6890,199.0,Refunded,2025-03-22 00:00:00,Professional
INV-STRIPE-100886,CUST-7128,999.0,Failed,2025-02-13 00:00:00,Enterprise
INV-STRIPE-100887,CUST-6703,49.0,Paid,2025-11-29 00:00:00,Basic
INV-STRIPE-100888,CUST-9831,49.0,Paid,2025-09-13 00:00:00,Basic
INV-STRIPE-100889,CUST-8080,49.0,Paid,2025-02-20 00:00:00,Basic
INV-STRIPE-100890,CUST-8427,49.0,Failed,2025-12-29 00:00:00,Basic
INV-STRIPE-100891,CUST-7862,49.0,Paid,2025-07-15 00:00:00,Basic
INV-STRIPE-100892,CUST-7038,999.0,Failed,2025-02-19 00:00:00,Enterprise
INV-STRIPE-100893,CUST-5204,49.0,Paid,2025-10-06 00:00:00,Basic
INV-STRIPE-100894,CUST-6064,999.0,Refunded,2025-07-21 00:00:00,Enterprise
INV-STRIPE-100895,CUST-7027,49.0,Paid,2025-02-11 00:00:00,Basic
INV-STRIPE-100896,CUST-6071,49.0,Paid,2025-08-07 00:00:00,Basic
INV-STRIPE-100897,CUST-5821,199.0,Refunded,2025-11-08 00:00:00,Professional
INV-STRIPE-100898,CUST-6289,999.0,Failed,2025-11-30 00:00:00,Enterprise
INV-STRIPE-100899,CUST-6484,49.0,Paid,2025-02-12 00:00:00,Basic
INV-STRIPE-100900,CUST-8931,49.0,Failed,2025-12-19 00:00:00,Basic
INV-STRIPE-100901,CUST-7138,49.0,Paid,2025-07-01 00:00:00,Basic
INV-STRIPE-100902,CUST-5183,49.0,Refunded,2025-03-09 00:00:00,Basic
INV-STRIPE-100903,CUST-8103,199.0,Paid,2025-10-13 00:00:00,Professional
INV-STRIPE-100904,CUST-5120,999.0,Paid,2025-10-15 00:00:00,Enterprise
INV-STRIPE-100905,CUST-5130,49.0,Failed,2025-10-09 00:00:00,Basic
INV-STRIPE-100906,CUST-7020,199.0,Paid,2025-02-13 00:00:00,Professional
INV-STRIPE-100907,CUST-7182,199.0,Paid,2025-01-15 00:00:00,Professional
INV-STRIPE-100908,CUST-9384,199.0,Paid,2025-03-05 00:00:00,Professional
INV-STRIPE-100909,CUST-7213,49.0,Failed,2025-01-24 00:00:00,Basic
INV-STRIPE-100910,CUST-5529,199.0,Refunded,2025-11-24 00:00:00,Professional
INV-STRIPE-100911,CUST-6233,49.0,Paid,2025-07-02 00:00:00,Basic
INV-STRIPE-100912,CUST-7008,199.0,Paid,2025-04-17 00:00:00,Professional
INV-STRIPE-100913,CUST-6895,199.0,Paid,2025-09-23 00:00:00,Professional
INV-STRIPE-100914,CUST-9065,999.0,Paid,2025-08-20 00:00:00,Enterprise
INV-STRIPE-100915,CUST-6362,49.0,Paid,2025-08-22 00:00:00,Basic
INV-STRIPE-100916,CUST-6652,199.0,Paid,2025-07-04 00:00:00,Professional
INV-STRIPE-100917,CUST-7141,199.0,Paid,2025-03-21 00:00:00,Professional
INV-STRIPE-100918,CUST-8988,49.0,Paid,2025-03-12 00:00:00,Basic
INV-STRIPE-100919,CUST-6524,49.0,Paid,2025-08-23 00:00:00,Basic
INV-STRIPE-100920,CUST-7513,199.0,Paid,2025-01-07 00:00:00,Professional
INV-STRIPE-100921,CUST-8897,199.0,Failed,2025-05-11 00:00:00,Professional
INV-STRIPE-100922,CUST-9827,199.0,Paid,2025-09-19 00:00:00,Professional
INV-STRIPE-100923,CUST-8894,999.0,Paid,2025-09-20 00:00:00,Enterprise
INV-STRIPE-100924,CUST-6379,199.0,Paid,2025-09-17 00:00:00,Professional
INV-STRIPE-100925,CUST-5063,999.0,Paid,2025-05-05 00:00:00,Enterprise
INV-STRIPE-100926,CUST-7257,999.0,Failed,2025-02-02 00:00:00,Enterprise
INV-STRIPE-100927,CUST-8369,49.0,Failed,2025-09-07 00:00:00,Basic
INV-STRIPE-100928,CUST-8222,199.0,Paid,2025-12-18 00:00:00,Professional
INV-STRIPE-100929,CUST-9045,49.0,Refunded,2025-10-12 00:00:00,Basic
INV-STRIPE-100930,CUST-7218,49.0,Refunded,2025-06-13 00:00:00,Basic
INV-STRIPE-100931,CUST-9032,49.0,Failed,2025-08-17 00:00:00,Basic
INV-STRIPE-100932,CUST-6467,49.0,Refunded,2025-09-01 00:00:00,Basic
INV-STRIPE-100933,CUST-6009,49.0,Failed,2025-07-21 00:00:00,Basic
INV-STRIPE-100934,CUST-9587,199.0,Paid,2025-10-23 00:00:00,Professional
INV-STRIPE-100935,CUST-8534,49.0,Paid,2025-05-21 00:00:00,Basic
INV-STRIPE-100936,CUST-5664,199.0,Failed,2025-02-18 00:00:00,Professional
INV-STRIPE-100937,CUST-8707,49.0,Paid,2025-08-31 00:00:00,Basic
INV-STRIPE-100938,CUST-6746,199.0,Paid,2025-06-10 00:00:00,Professional
INV-STRIPE-100939,CUST-6615,49.0,Failed,2025-10-17 00:00:00,Basic
INV-STRIPE-100940,CUST-8878,49.0,Paid,2025-09-02 00:00:00,Basic
INV-STRIPE-100941,CUST-8801,49.0,Refunded,2025-09-29 00:00:00,Basic
INV-STRIPE-100942,CUST-7807,199.0,Paid,2025-10-01 00:00:00,Professional
INV-STRIPE-100943,CUST-5937,199.0,Failed,2025-07-21 00:00:00,Professional
INV-STRIPE-100944,CUST-6106,199.0,Refunded,2025-07-16 00:00:00,Professional
INV-STRIPE-100945,CUST-6687,49.0,Paid,2025-04-09 00:00:00,Basic
INV-STRIPE-100946,CUST-9469,49.0,Paid,2025-07-21 00:00:00,Basic
INV-STRIPE-100947,CUST-5712,49.0,Paid,2025-12-31 00:00:00,Basic
INV-STRIPE-100948,CUST-6679,199.0,Paid,2025-11-21 00:00:00,Professional
INV-STRIPE-100949,CUST-7820,199.0,Paid,2025-02-27 00:00:00,Professional
INV-STRIPE-100950,CUST-8156,999.0,Refunded,2025-09-14 00:00:00,Enterprise
INV-STRIPE-100951,CUST-9096,49.0,Failed,2025-04-16 00:00:00,Basic
INV-STRIPE-100952,CUST-5240,49.0,Paid,2025-11-29 00:00:00,Basic
INV-STRIPE-100953,CUST-8053,199.0,Failed,2025-04-14 00:00:00,Professional
INV-STRIPE-100954,CUST-6887,49.0,Paid,2025-07-11 00:00:00,Basic
INV-STRIPE-100955,CUST-9458,999.0,Refunded,2025-08-12 00:00:00,Enterprise
INV-STRIPE-100956,CUST-9782,49.0,Refunded,2025-10-15 00:00:00,Basic
INV-STRIPE-100957,CUST-9558,999.0,Paid,2025-11-21 00:00:00,Enterprise
INV-STRIPE-100958,CUST-9034,49.0,Paid,2025-11-01 00:00:00,Basic
INV-STRIPE-100959,CUST-8328,199.0,Refunded,2025-06-09 00:00:00,Professional
INV-STRIPE-100960,CUST-7653,199.0,Paid,2025-06-02 00:00:00,Professional
INV-STRIPE-100961,CUST-5290,49.0,Refunded,2025-02-22 00:00:00,Basic
INV-STRIPE-100962,CUST-8443,49.0,Paid,2025-12-24 00:00:00,Basic
INV-STRIPE-100963,CUST-9752,49.0,Paid,2025-11-28 00:00:00,Basic
INV-STRIPE-100964,CUST-9948,49.0,Refunded,2025-08-28 00:00:00,Basic
INV-STRIPE-100965,CUST-5869,49.0,Refunded,2025-09-21 00:00:00,Basic
INV-STRIPE-100966,CUST-9973,49.0,Refunded,2025-02-20 00:00:00,Basic
INV-STRIPE-100967,CUST-8449,199.0,Paid,2025-10-05 00:00:00,Professional
INV-STRIPE-100968,CUST-6804,49.0,Paid,2025-12-24 00:00:00,Basic
INV-STRIPE-100969,CUST-8191,999.0,Paid,2025-05-11 00:00:00,Enterprise
INV-STRIPE-100970,CUST-6186,49.0,Paid,2025-11-06 00:00:00,Basic
INV-STRIPE-100971,CUST-5169,49.0,Failed,2025-05-23 00:00:00,Basic
INV-STRIPE-100972,CUST-7823,49.0,Paid,2025-07-09 00:00:00,Basic
INV-STRIPE-100973,CUST-7133,199.0,Paid,2025-05-05 00:00:00,Professional
INV-STRIPE-100974,CUST-8478,999.0,Failed,2025-05-21 00:00:00,Enterprise
INV-STRIPE-100975,CUST-8240,49.0,Failed,2025-03-15 00:00:00,Basic
INV-STRIPE-100976,CUST-5256,49.0,Failed,2025-05-07 00:00:00,Basic
INV-STRIPE-100977,CUST-8164,199.0,Paid,2025-03-20 00:00:00,Professional
INV-STRIPE-100978,CUST-9791,49.0,Paid,2025-07-11 00:00:00,Basic
INV-STRIPE-100979,CUST-7124,999.0,Failed,2025-05-30 00:00:00,Enterprise
INV-STRIPE-100980,CUST-6877,49.0,Failed,2025-05-07 00:00:00,Basic
INV-STRIPE-100981,CUST-7323,49.0,Failed,2025-05-03 00:00:00,Basic
INV-STRIPE-100982,CUST-8674,199.0,Paid,2025-06-06 00:00:00,Professional
INV-STRIPE-100983,CUST-5936,49.0,Failed,2025-09-21 00:00:00,Basic
INV-STRIPE-100984,CUST-8188,49.0,Paid,2025-11-21 00:00:00,Basic
INV-STRIPE-100985,CUST-6706,49.0,Paid,2025-01-31 00:00:00,Basic
INV-STRIPE-100986,CUST-8122,199.0,Paid,2025-01-09 00:00:00,Professional
INV-STRIPE-100987,CUST-9944,999.0,Refunded,2025-07-31 00:00:00,Enterprise
INV-STRIPE-100988,CUST-5793,49.0,Failed,2025-01-06 00:00:00,Basic
INV-STRIPE-100989,CUST-7966,199.0,Paid,2025-03-21 00:00:00,Professional
INV-STRIPE-100990,CUST-5635,49.0,Refunded,2025-03-04 00:00:00,Basic
INV-STRIPE-100991,CUST-6325,49.0,Paid,2025-09-25 00:00:00,Basic
INV-STRIPE-100992,CUST-5349,199.0,Refunded,2025-04-22 00:00:00,Professional
INV-STRIPE-100993,CUST-5014,199.0,Paid,2025-07-13 00:00:00,Professional
INV-STRIPE-100994,CUST-7684,49.0,Refunded,2025-12-18 00:00:00,Basic
INV-STRIPE-100995,CUST-8534,199.0,Paid,2025-11-26 00:00:00,Professional
INV-STRIPE-100996,CUST-7980,49.0,Paid,2025-09-18 00:00:00,Basic
INV-STRIPE-100997,CUST-7087,49.0,Failed,2025-12-17 00:00:00,Basic
INV-STRIPE-100998,CUST-7606,49.0,Paid,2025-11-11 00:00:00,Basic
INV-STRIPE-100999,CUST-9970,999.0,Paid,2025-02-03 00:00:00,Enterprise
INV-STRIPE-101000,CUST-9141,199.0,Refunded,2025-03-05 00:00:00,Professional
INV-STRIPE-101001,CUST-9693,49.0,Failed,2025-03-19 00:00:00,Basic
INV-STRIPE-101002,CUST-8585,199.0,Paid,2025-06-15 00:00:00,Professional
INV-STRIPE-101003,CUST-5461,199.0,Paid,2025-04-01 00:00:00,Professional
INV-STRIPE-101004,CUST-8745,199.0,Paid,2025-10-14 00:00:00,Professional
INV-STRIPE-101005,CUST-7584,49.0,Refunded,2025-01-01 00:00:00,Basic
INV-STRIPE-101006,CUST-7665,49.0,Paid,2025-05-28 00:00:00,Basic
INV-STRIPE-101007,CUST-9508,199.0,Paid,2025-08-03 00:00:00,Professional
INV-STRIPE-101008,CUST-9503,999.0,Paid,2025-05-24 00:00:00,Enterprise
INV-STRIPE-101009,CUST-8579,199.0,Failed,2025-11-19 00:00:00,Professional
INV-STRIPE-101010,CUST-7147,49.0,Failed,2025-12-22 00:00:00,Basic
INV-STRIPE-101011,CUST-8729,49.0,Paid,2025-10-21 00:00:00,Basic
INV-STRIPE-101012,CUST-9072,49.0,Paid,2025-07-21 00:00:00,Basic
INV-STRIPE-101013,CUST-7727,49.0,Refunded,2025-07-13 00:00:00,Basic
INV-STRIPE-101014,CUST-6086,49.0,Failed,2025-08-02 00:00:00,Basic
INV-STRIPE-101015,CUST-8563,199.0,Refunded,2025-07-20 00:00:00,Professional
INV-STRIPE-101016,CUST-9681,199.0,Failed,2025-09-01 00:00:00,Professional
INV-STRIPE-101017,CUST-5717,999.0,Paid,2025-11-27 00:00:00,Enterprise
INV-STRIPE-101018,CUST-6426,999.0,Paid,2025-09-03 00:00:00,Enterprise
INV-STRIPE-101019,CUST-6847,199.0,Paid,2025-08-30 00:00:00,Professional
INV-STRIPE-101020,CUST-7791,49.0,Paid,2025-02-23 00:00:00,Basic
INV-STRIPE-101021,CUST-5451,49.0,Paid,2025-11-24 00:00:00,Basic
INV-STRIPE-101022,CUST-5099,999.0,Paid,2025-01-03 00:00:00,Enterprise
INV-STRIPE-101023,CUST-6296,49.0,Paid,2025-05-03 00:00:00,Basic
INV-STRIPE-101024,CUST-7450,49.0,Failed,2025-06-21 00:00:00,Basic
INV-STRIPE-101025,CUST-7970,49.0,Paid,2025-03-08 00:00:00,Basic
INV-STRIPE-101026,CUST-7163,49.0,Paid,2025-05-30 00:00:00,Basic
INV-STRIPE-101027,CUST-5609,49.0,Paid,2025-09-29 00:00:00,Basic
INV-STRIPE-101028,CUST-8990,49.0,Paid,2025-09-07 00:00:00,Basic
INV-STRIPE-101029,CUST-6801,49.0,Failed,2025-01-05 00:00:00,Basic
INV-STRIPE-101030,CUST-9040,199.0,Failed,2025-08-23 00:00:00,Professional
INV-STRIPE-101031,CUST-5094,49.0,Paid,2025-09-21 00:00:00,Basic
INV-STRIPE-101032,CUST-7210,49.0,Paid,2025-05-22 00:00:00,Basic
INV-STRIPE-101033,CUST-6964,49.0,Failed,2025-11-13 00:00:00,Basic
INV-STRIPE-101034,CUST-5945,199.0,Paid,2025-06-05 00:00:00,Professional
INV-STRIPE-101035,CUST-7336,49.0,Paid,2025-09-05 00:00:00,Basic
INV-STRIPE-101036,CUST-9590,49.0,Paid,2025-09-21 00:00:00,Basic
INV-STRIPE-101037,CUST-9095,49.0,Paid,2025-09-07 00:00:00,Basic
INV-STRIPE-101038,CUST-6340,199.0,Refunded,2025-05-23 00:00:00,Professional
INV-STRIPE-101039,CUST-9518,199.0,Paid,2025-03-25 00:00:00,Professional
INV-STRIPE-101040,CUST-6873,49.0,Paid,2025-01-30 00:00:00,Basic
INV-STRIPE-101041,CUST-9705,999.0,Failed,2025-02-20 00:00:00,Enterprise
INV-STRIPE-101042,CUST-8692,199.0,Paid,2025-04-17 00:00:00,Professional
INV-STRIPE-101043,CUST-7190,49.0,Refunded,2025-09-21 00:00:00,Basic
INV-STRIPE-101044,CUST-5267,199.0,Refunded,2025-01-06 00:00:00,Professional
INV-STRIPE-101045,CUST-9085,49.0,Failed,2025-02-18 00:00:00,Basic
INV-STRIPE-101046,CUST-9901,999.0,Paid,2025-05-26 00:00:00,Enterprise
INV-STRIPE-101047,CUST-8942,49.0,Paid,2025-09-25 00:00:00,Basic
INV-STRIPE-101048,CUST-6281,199.0,Paid,2025-10-23 00:00:00,Professional
INV-STRIPE-101049,CUST-5317,199.0,Paid,2025-07-16 00:00:00,Professional
INV-STRIPE-101050,CUST-9085,999.0,Paid,2025-01-12 00:00:00,Enterprise
INV-STRIPE-101051,CUST-9008,49.0,Refunded,2025-02-12 00:00:00,Basic
INV-STRIPE-101052,CUST-7249,999.0,Failed,2025-05-05 00:00:00,Enterprise
INV-STRIPE-101053,CUST-7359,999.0,Failed,2025-08-09 00:00:00,Enterprise
INV-STRIPE-101054,CUST-6802,999.0,Paid,2025-04-10 00:00:00,Enterprise
INV-STRIPE-101055,CUST-7560,199.0,Paid,2025-04-28 00:00:00,Professional
INV-STRIPE-101056,CUST-6199,49.0,Failed,2025-06-16 00:00:00,Basic
INV-STRIPE-101057,CUST-7538,49.0,Refunded,2025-03-27 00:00:00,Basic
INV-STRIPE-101058,CUST-6513,49.0,Paid,2025-01-20 00:00:00,Basic
INV-STRIPE-101059,CUST-7360,999.0,Paid,2025-06-26 00:00:00,Enterprise
INV-STRIPE-101060,CUST-6501,49.0,Failed,2025-02-23 00:00:00,Basic
INV-STRIPE-101061,CUST-9037,999.0,Paid,2025-05-16 00:00:00,Enterprise
INV-STRIPE-101062,CUST-5306,49.0,Failed,2025-01-05 00:00:00,Basic
INV-STRIPE-101063,CUST-6343,999.0,Paid,2025-03-22 00:00:00,Enterprise
INV-STRIPE-101064,CUST-7652,49.0,Paid,2025-08-28 00:00:00,Basic
INV-STRIPE-101065,CUST-9727,199.0,Paid,2025-04-17 00:00:00,Professional
INV-STRIPE-101066,CUST-7853,999.0,Paid,2025-07-04 00:00:00,Enterprise
INV-STRIPE-101067,CUST-7664,999.0,Paid,2025-10-21 00:00:00,Enterprise
INV-STRIPE-101068,CUST-9974,199.0,Failed,2025-04-18 00:00:00,Professional
INV-STRIPE-101069,CUST-9653,199.0,Paid,2025-06-09 00:00:00,Professional
INV-STRIPE-101070,CUST-8903,49.0,Failed,2025-12-15 00:00:00,Basic
INV-STRIPE-101071,CUST-6624,199.0,Paid,2025-01-02 00:00:00,Professional
INV-STRIPE-101072,CUST-7597,199.0,Paid,2025-10-31 00:00:00,Professional
INV-STRIPE-101073,CUST-9552,999.0,Paid,2025-02-23 00:00:00,Enterprise
INV-STRIPE-101074,CUST-6944,199.0,Paid,2025-06-23 00:00:00,Professional
INV-STRIPE-101075,CUST-9785,49.0,Refunded,2025-09-25 00:00:00,Basic
INV-STRIPE-101076,CUST-9068,49.0,Refunded,2025-03-23 00:00:00,Basic
INV-STRIPE-101077,CUST-5186,49.0,Failed,2025-03-20 00:00:00,Basic
INV-STRIPE-101078,CUST-8944,999.0,Failed,2025-06-30 00:00:00,Enterprise
INV-STRIPE-101079,CUST-8206,49.0,Paid,2025-02-27 00:00:00,Basic
INV-STRIPE-101080,CUST-8694,199.0,Refunded,2025-08-21 00:00:00,Professional
INV-STRIPE-101081,CUST-6930,999.0,Paid,2025-09-17 00:00:00,Enterprise
INV-STRIPE-101082,CUST-9352,999.0,Paid,2025-03-02 00:00:00,Enterprise
INV-STRIPE-101083,CUST-9952,49.0,Paid,2025-11-07 00:00:00,Basic
INV-STRIPE-101084,CUST-5458,49.0,Failed,2025-01-20 00:00:00,Basic
INV-STRIPE-101085,CUST-5200,49.0,Paid,2025-09-11 00:00:00,Basic
INV-STRIPE-101086,CUST-7492,49.0,Paid,2025-03-13 00:00:00,Basic
INV-STRIPE-101087,CUST-9125,49.0,Paid,2025-09-27 00:00:00,Basic
INV-STRIPE-101088,CUST-6886,49.0,Paid,2025-02-21 00:00:00,Basic
INV-STRIPE-101089,CUST-5475,999.0,Paid,2025-11-08 00:00:00,Enterprise
INV-STRIPE-101090,CUST-7800,49.0,Paid,2025-09-06 00:00:00,Basic
INV-STRIPE-101091,CUST-7285,999.0,Paid,2025-08-22 00:00:00,Enterprise
INV-STRIPE-101092,CUST-5560,999.0,Failed,2025-04-18 00:00:00,Enterprise
INV-STRIPE-101093,CUST-5723,999.0,Paid,2025-06-18 00:00:00,Enterprise
INV-STRIPE-101094,CUST-8093,49.0,Paid,2025-12-24 00:00:00,Basic
INV-STRIPE-101095,CUST-7052,49.0,Failed,2025-04-16 00:00:00,Basic
INV-STRIPE-101096,CUST-6969,49.0,Refunded,2025-04-11 00:00:00,Basic
INV-STRIPE-101097,CUST-6773,199.0,Paid,2025-10-20 00:00:00,Professional
INV-STRIPE-101098,CUST-8712,49.0,Paid,2025-03-20 00:00:00,Basic
INV-STRIPE-101099,CUST-9320,49.0,Paid,2025-09-02 00:00:00,Basic
INV-STRIPE-101100,CUST-8119,999.0,Refunded,2025-08-25 00:00:00,Enterprise
INV-STRIPE-101101,CUST-6907,49.0,Paid,2025-09-04 00:00:00,Basic
INV-STRIPE-101102,CUST-5953,199.0,Paid,2025-10-21 00:00:00,Professional
INV-STRIPE-101103,CUST-9365,49.0,Failed,2025-09-24 00:00:00,Basic
INV-STRIPE-101104,CUST-8529,999.0,Paid,2025-06-04 00:00:00,Enterprise
INV-STRIPE-101105,CUST-6321,199.0,Paid,2025-08-26 00:00:00,Professional
INV-STRIPE-101106,CUST-7779,999.0,Refunded,2025-01-16 00:00:00,Enterprise
INV-STRIPE-101107,CUST-7572,999.0,Failed,2025-03-04 00:00:00,Enterprise
INV-STRIPE-101108,CUST-7935,199.0,Paid,2025-04-15 00:00:00,Professional
INV-STRIPE-101109,CUST-7589,199.0,Refunded,2025-08-13 00:00:00,Professional
INV-STRIPE-101110,CUST-6973,49.0,Failed,2025-05-10 00:00:00,Basic
INV-STRIPE-101111,CUST-9400,49.0,Failed,2025-02-15 00:00:00,Basic
INV-STRIPE-101112,CUST-5922,49.0,Refunded,2025-04-12 00:00:00,Basic
INV-STRIPE-101113,CUST-7132,199.0,Paid,2025-05-05 00:00:00,Professional
INV-STRIPE-101114,CUST-7876,199.0,Paid,2025-03-16 00:00:00,Professional
INV-STRIPE-101115,CUST-9549,49.0,Paid,2025-03-02 00:00:00,Basic
INV-STRIPE-101116,CUST-6149,49.0,Failed,2025-06-06 00:00:00,Basic
INV-STRIPE-101117,CUST-8069,999.0,Paid,2025-02-28 00:00:00,Enterprise
INV-STRIPE-101118,CUST-6566,49.0,Failed,2025-08-14 00:00:00,Basic
INV-STRIPE-101119,CUST-7643,49.0,Refunded,2025-08-02 00:00:00,Basic
INV-STRIPE-101120,CUST-9126,199.0,Failed,2025-03-05 00:00:00,Professional
INV-STRIPE-101121,CUST-5786,199.0,Paid,2025-05-04 00:00:00,Professional
INV-STRIPE-101122,CUST-5165,49.0,Failed,2025-11-12 00:00:00,Basic
INV-STRIPE-101123,CUST-8452,49.0,Failed,2025-06-28 00:00:00,Basic
INV-STRIPE-101124,CUST-6345,49.0,Failed,2025-04-27 00:00:00,Basic
INV-STRIPE-101125,CUST-9759,999.0,Paid,2025-07-11 00:00:00,Enterprise
INV-STRIPE-101126,CUST-5305,49.0,Paid,2025-02-19 00:00:00,Basic
INV-STRIPE-101127,CUST-6405,199.0,Paid,2025-07-01 00:00:00,Professional
INV-STRIPE-101128,CUST-5949,49.0,Refunded,2025-08-05 00:00:00,Basic
INV-STRIPE-101129,CUST-9649,49.0,Paid,2025-04-17 00:00:00,Basic
INV-STRIPE-101130,CUST-6306,999.0,Paid,2025-05-10 00:00:00,Enterprise
INV-STRIPE-101131,CUST-7614,49.0,Paid,2025-10-22 00:00:00,Basic
INV-STRIPE-101132,CUST-8631,49.0,Refunded,2025-11-13 00:00:00,Basic
INV-STRIPE-101133,CUST-5924,49.0,Paid,2025-07-14 00:00:00,Basic
INV-STRIPE-101134,CUST-5008,49.0,Failed,2025-07-18 00:00:00,Basic
INV-STRIPE-101135,CUST-6321,49.0,Refunded,2025-06-05 00:00:00,Basic
INV-STRIPE-101136,CUST-9187,199.0,Paid,2025-04-14 00:00:00,Professional
INV-STRIPE-101137,CUST-5657,49.0,Paid,2025-07-28 00:00:00,Basic
INV-STRIPE-101138,CUST-6382,999.0,Paid,2025-02-24 00:00:00,Enterprise
INV-STRIPE-101139,CUST-7489,49.0,Refunded,2025-08-16 00:00:00,Basic
INV-STRIPE-101140,CUST-8257,49.0,Paid,2025-08-08 00:00:00,Basic
INV-STRIPE-101141,CUST-6482,49.0,Paid,2025-05-14 00:00:00,Basic
INV-STRIPE-101142,CUST-8364,49.0,Refunded,2025-12-19 00:00:00,Basic
INV-STRIPE-101143,CUST-7968,49.0,Paid,2025-12-31 00:00:00,Basic
INV-STRIPE-101144,CUST-5732,49.0,Paid,2025-04-22 00:00:00,Basic
INV-STRIPE-101145,CUST-8025,999.0,Paid,2025-08-25 00:00:00,Enterprise
INV-STRIPE-101146,CUST-6259,49.0,Paid,2025-11-23 00:00:00,Basic
INV-STRIPE-101147,CUST-7577,49.0,Paid,2025-12-04 00:00:00,Basic
INV-STRIPE-101148,CUST-7561,49.0,Refunded,2025-09-03 00:00:00,Basic
INV-STRIPE-101149,CUST-6403,49.0,Failed,2025-10-09 00:00:00,Basic
INV-STRIPE-101150,CUST-9827,199.0,Refunded,2025-11-30 00:00:00,Professional
INV-STRIPE-101151,CUST-9342,199.0,Failed,2025-08-12 00:00:00,Professional
INV-STRIPE-101152,CUST-5107,199.0,Paid,2025-04-23 00:00:00,Professional
INV-STRIPE-101153,CUST-7096,999.0,Failed,2025-10-30 00:00:00,Enterprise
INV-STRIPE-101154,CUST-6043,999.0,Paid,2025-06-30 00:00:00,Enterprise
INV-STRIPE-101155,CUST-9211,199.0,Refunded,2025-06-04 00:00:00,Professional
INV-STRIPE-101156,CUST-8999,999.0,Paid,2025-12-23 00:00:00,Enterprise
INV-STRIPE-101157,CUST-8779,199.0,Paid,2025-06-19 00:00:00,Professional
INV-STRIPE-101158,CUST-8429,49.0,Failed,2025-09-21 00:00:00,Basic
INV-STRIPE-101159,CUST-5446,49.0,Failed,2025-12-13 00:00:00,Basic
INV-STRIPE-101160,CUST-6508,49.0,Paid,2025-09-16 00:00:00,Basic
INV-STRIPE-101161,CUST-8038,199.0,Failed,2025-06-24 00:00:00,Professional
